climate_air_2m,climate_air_temp_diff_1000_500,climate_hgt_1000,climate_hgt_500,climate_merid_moist_700,climate_merid_moist_925,climate_omega_500,climate_pottmp_diff_1000_500,climate_pottmp_diff_1000_850,climate_pr_wtr,climate_shum_700,climate_shum_925,climate_skin_temp,climate_slp,climate_zon_moist_700,climate_zon_moist_925,local_dem_0,local_dem_1,local_dem_2,local_dem_3,local_dem_4,local_dem_5,local_dem_6,local_dem_7,local_dem_8,regional_dem_0,regional_dem_1,regional_dem_2,regional_dem_3,regional_dem_4,regional_dem_5,regional_dem_6,regional_dem_7,regional_dem_8,month_0,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,date
299.9870012224813,31.37138506152321,105.11296044877179,5855.603784375509,0.8662718146558259,-0.43978137298055686,-0.02234797200215742,-27.317908169159743,-3.8558189837378443,39.94454246997485,4.279243124898142,12.279243124898143,27.691689429780112,1011.9951354428314,-23.48740398829117,-113.12940375289892,157.83696,157.83696,157.83696,157.83696,65.879814,310.97266,157.83696,157.83696,157.83696,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
299.9921059619884,31.368910600359243,105.12137911163485,5855.60378437551,0.8061563845251591,-0.47350130786256117,-0.022415076452812745,-27.32058337879804,-3.850752929020417,39.95207950680085,4.279243124898142,12.279243124898144,27.69894463124622,1011.9994301276735,-23.435866210798896,-113.26479616964292,144.16919,144.16919,144.16919,144.16919,234.64221,334.37537,144.16919,32.758648,144.16919,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
299.99721070149553,31.366436139195283,105.12979777449792,5855.603784375509,0.7460409543944693,-0.5072212427445786,-0.022482180903468096,-27.323258588436335,-3.845686874302987,39.95961654362685,4.279243124898142,12.279243124898143,27.706199832712333,1012.0037248125154,-23.384328433306607,-113.40018858638695,135.35037,135.35037,135.35037,131.84868,147.5297,135.35037,41.005882,135.35037,135.35037,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.00231544100257,31.363961678031316,105.13821643736097,5855.603784375509,0.6859255242638025,-0.5409411776265824,-0.022549285354123427,-27.325933798074626,-3.8406208195855585,39.967153580452845,4.279243124898142,12.279243124898143,27.71345503417844,1012.0080194973572,-23.332790655814335,-113.53558100313091,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.0074201805097,31.361487216867353,105.14663510022402,5855.603784375509,0.625810094133135,-0.5746611125085872,-0.02261638980477875,-27.32860900771292,-3.8355547648681307,39.974690617278846,4.279243124898142,12.27924312489814,27.72071023564455,1012.0123141821992,-23.281252878322064,-113.67097341987491,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
299.99287497199225,31.378849623240544,104.96343073358862,5855.53146956272,0.8163060718438615,-0.2934685330005191,-0.022781030351468758,-27.311052705885484,-3.850169119440725,39.95900543253285,4.293706087456141,12.293706087456142,27.69971461025033,1011.9776544191936,-23.679686750713298,-113.40226203765093,190.26987,190.26987,190.26987,190.26987,190.26987,190.26987,190.26987,261.1875,209.02344,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
299.9980145431254,31.376418764563816,104.97228542797734,5855.531469562719,0.7566885167974636,-0.327952555667393,-0.02284856061416085,-27.313678627780522,-3.8450842757671753,39.96654246935884,4.293706087456141,12.293706087456142,27.7070474892357,1011.9819763560058,-23.628122055579656,-113.53915864872143,204.58679,204.58679,204.58679,204.58679,204.58679,126.359375,167.04688,354.59766,2.34375,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.0031541142586,31.373987905887084,104.98114012236604,5855.53146956272,0.6970709617510427,-0.3624365783342802,-0.022916090876852972,-27.316304549675557,-3.839999432093623,39.97407950618484,4.293706087456141,12.293706087456144,27.714380368221065,1011.9862982928182,-23.576557360445996,-113.67605525979195,163.59404,163.59404,163.59404,163.59404,8.53125,245.6875,194.47656,163.59404,163.59404,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.0082936853917,31.37155704721036,104.98999481675474,5855.531469562719,0.637453406704645,-0.39692060100115434,-0.022983621139545066,-27.318930471570603,-3.8349145884200726,39.981616543010844,4.293706087456141,12.293706087456144,27.721713247206434,1011.9906202296305,-23.52499266531235,-113.81295187086246,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.01343325652493,31.369126188533627,104.99884951114346,5855.53146956272,0.5778358516582469,-0.4314046236680287,-0.023051151402237166,-27.321556393465634,-3.8298297447465224,39.98915357983685,4.293706087456141,12.293706087456142,27.7290461261918,1011.9949421664427,-23.473427970178705,-113.94984848193293,75.91658,75.91658,75.91658,51.15625,75.91658,75.91658,75.91658,75.91658,75.91658,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
299.9987487215032,31.386314184957882,104.81390101840543,5855.459154749929,0.7663403290318945,-0.14715569302047404,-0.023214088700780112,-27.304197242611224,-3.8445192551436063,39.97346839509085,4.308169050014142,12.308169050014142,27.70773979072054,1011.9601733955557,-23.871969513135436,-113.67512032240293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.0039231242624,31.38392692876839,104.82319174431979,5855.459154749929,0.7072206490697659,-0.18240380347221774,-0.023282044775508978,-27.306773876763003,-3.839415622513933,39.98100543191684,4.308169050014142,12.30816905001414,27.71515034722517,1011.9645225843384,-23.82037790036042,-113.81352112779993,102.10079,102.10079,102.10079,102.10079,102.10079,102.10079,102.10079,102.10079,110.703125,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.00909752702165,31.38153967257889,104.83248247023415,5855.459154749929,0.6481009691076143,-0.21765191392397454,-0.02335000085023787,-27.309350510914783,-3.8343119898842586,39.98854246874284,4.308169050014142,12.30816905001414,27.7225609037298,1011.968871773121,-23.768786287585385,-113.95192193319699,156.46107,156.46107,156.46107,156.46107,155.33519,112.24097,156.46107,232.11719,133.10156,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.0142719297809,31.3791524163894,104.84177319614851,5855.459154749929,0.5889812891454853,-0.2529000243757191,-0.023417956924966732,-27.31192714506657,-3.8292083572545863,39.996079505568844,4.308169050014142,12.308169050014142,27.729971460234424,1011.9732209619038,-23.717194674810372,-114.09032273859401,128.07225,128.07225,128.07225,115.80131,128.07225,86.22656,128.07225,128.07225,128.07225,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.0194463325401,31.376765160199902,104.85106392206288,5855.459154749929,0.5298616091833561,-0.2881481348274626,-0.023485912999695595,-27.31450377921835,-3.824104724624913,40.003616542394845,4.308169050014142,12.308169050014143,27.73738201673905,1011.9775701506863,-23.66560306203536,-114.228723543991,80.904625,80.904625,80.904625,20.273438,110.753365,80.904625,80.904625,80.904625,80.904625,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,038_1961-09
300.1076933239365,31.66761876779872,96.57017436213862,5845.749682800218,-5.770853635351617,-14.00184238692227,-0.061236634558795244,-26.993323056330006,-3.2173396429157743,43.78060015680953,5.084808123040454,13.25031719978214,28.080531585854725,1011.0034712875771,-12.452983449684183,-84.35953147515623,94.07737,241.77652,223.80469,94.07737,94.07737,94.07737,94.07737,94.07737,94.07737,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1121701371847,31.667392818901817,96.63047065674661,5845.749682800218,-5.820571984784856,-13.979413559626364,-0.061023211337118764,-26.993127961701028,-3.2168812838521146,43.784837946964316,5.077261523228698,13.250317199782142,28.08363436647931,1011.0114799868916,-12.368584748707166,-84.37783931411767,183.71875,332.047,3.34896,72.56467,39.438023,72.56467,72.56467,72.56467,72.56467,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.116646950433,31.667166870004916,96.69076695135465,5845.749682800218,-5.8702903342181125,-13.95698473233045,-0.0608097881154422,-26.99293286707206,-3.2164229247884544,43.78907573711912,5.069714923416938,13.25031719978214,28.086737147103893,1011.0194886862056,-12.284186047730117,-84.3961471530791,175.57146,30.568464,30.568464,66.56983,30.568464,30.568464,30.568464,30.568464,30.568464,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.12112376368117,31.66694092110802,96.75106324596263,5845.749682800218,-5.920008683651349,-13.934555905034546,-0.060596364893765714,-26.992737772443082,-3.2159645657247946,43.79331352727391,5.0621683236051815,13.250317199782142,28.089839927728473,1011.0274973855201,-12.199787346753098,-84.41445499204053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1256005769294,31.666714972211114,96.81135954057063,5845.749682800217,-5.969727033084586,-13.912127077738642,-0.06038294167208924,-26.9925426778141,-3.2155062066611344,43.79755131742871,5.054621723793424,13.250317199782138,28.092942708353053,1011.0355060848342,-12.115388645776079,-84.43276283100195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.11359267069605,31.671330122022052,96.46893362423262,5845.73521983766,-5.840877376218456,-14.038559804350816,-0.061236402814408994,-26.99072622804748,-3.213593261301632,43.7860385994095,5.08970821264363,13.264780162340141,28.090339675207307,1010.9905099397388,-12.489157151461324,-84.26274227930743,157.83696,157.83696,157.83696,157.83696,31.797318,57.21875,157.83696,157.83696,157.83696,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1180733769858,31.671108527718566,96.52922991884063,5845.73521983766,-5.890429440125729,-14.016535339641992,-0.061024257028842815,-26.990529110811323,-3.213158388433125,43.790194633653236,5.081725581306221,13.264780162340143,28.093486774426037,1010.9985458910236,-12.405161657889906,-84.28486611600279,139.29059,139.29059,80.03045,1.3554685,108.13706,5.293921,139.29059,139.29059,139.29059,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.12255408327565,31.670886933415066,96.58952621344864,5845.735219837659,-5.939981504033021,-13.99451087493316,-0.06081211124327656,-26.990331993575175,-3.212723515564618,43.79435066789698,5.073742949968812,13.264780162340141,28.096633873644763,1011.006581842308,-12.321166164318454,-84.30698995269813,118.717415,245.16382,110.65576,96.940125,118.717415,118.717415,118.717415,118.717415,118.717415,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.12703478956547,31.670665339111572,96.64982250805662,5845.73521983766,-5.989533567940294,-13.972486410224334,-0.06059996545771039,-26.990134876339027,-3.2122886426961115,43.798506702140706,5.065760318631404,13.264780162340141,28.099780972863492,1011.0146177935926,-12.237170670747036,-84.32911378939349,57.35804,57.35804,57.35804,57.35804,57.35804,57.35804,57.35804,57.35804,57.35804,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.13151549585524,31.670443744808075,96.71011880266462,5845.735219837659,-6.039085631847566,-13.95046194551551,-0.06038781967214421,-26.989937759102876,-3.2118537698276044,43.80266273638445,5.0577776872939975,13.264780162340141,28.102928072082218,1011.0226537448772,-12.153175177175614,-84.35123762608882,14.364998,14.364998,14.364998,14.364998,14.364998,14.364998,14.364998,14.364998,14.364998,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.11949201745557,31.67504147624539,96.36769288632662,5845.720756875102,-5.910901117085295,-14.075277221779361,-0.061236171070022744,-26.988129399764944,-3.2098468796874897,43.791477042009475,5.0946083022468045,13.27924312489814,28.100147764559885,1010.9775485919005,-12.525330853238469,-84.16595308345866,157.83696,157.83696,157.83696,157.83696,65.879814,310.97266,157.83696,157.83696,157.83696,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.12397661678693,31.674824236535308,96.42798918093462,5845.720756875102,-5.960286895466603,-14.053657119657618,-0.061025302720566874,-26.98793025992162,-3.209435493014136,43.79555132034215,5.086189639383747,13.27924312489814,28.10333918237276,1010.9856117951555,-12.441738567072647,-84.19189291788791,144.16919,144.16919,144.16919,144.16919,234.64221,334.37537,144.16919,32.758648,144.16919,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.12846121611835,31.67460699682522,96.48828547554264,5845.720756875103,-6.0096726738479305,-14.032037017535867,-0.06081443437111092,-26.987731120078294,-3.209024106340782,43.79962559867483,5.077770976520686,13.279243124898144,28.10653060018564,1010.9936749984104,-12.358146280906794,-84.21783275231718,135.35037,135.35037,135.35037,131.84868,147.5297,135.35037,41.005882,135.35037,135.35037,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1329458154497,31.674389757115136,96.54858177015065,5845.720756875102,-6.0590584522292374,-14.010416915414122,-0.06060356602165505,-26.987531980234966,-3.2086127196674274,43.8036998770075,5.069352313657627,13.27924312489814,28.109722017998514,1011.0017382016651,-12.27455399474097,-84.24377258674643,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,126.11134,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1374304147811,31.674172517405044,96.60887806475864,5845.720756875102,-6.108444230610545,-13.988796813292378,-0.06039269767219917,-26.987332840391645,-3.208201332994074,43.80777415534018,5.06093365079457,13.279243124898143,28.112913435811393,1011.0098014049202,-12.190961708575147,-84.2697124211757,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,76.31568,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1253913642151,31.678752830468728,96.26645214842063,5845.706293912544,-5.9809248579521315,-14.111994639207907,-0.061235939325636486,-26.985532571482416,-3.206100498073347,43.79691548460944,5.099508391849979,13.293706087456142,28.109955853912464,1010.964587244062,-12.561504555015611,-84.06916388760988,190.26987,190.26987,190.26987,190.26987,190.26987,190.26987,190.26987,261.1875,209.02344,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.12987985658805,31.67853994535205,96.3267484430286,5845.706293912544,-6.030144350807474,-14.090778899673241,-0.06102634841229092,-26.98533140903191,-3.2057125975951464,43.80090800703106,5.090653697461271,13.293706087456142,28.113191590319488,1010.9726776992873,-12.478315476255386,-84.09891971977305,204.58679,204.58679,204.58679,204.58679,204.58679,126.359375,167.04688,354.59766,2.34375,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.134368348961,31.678327060235368,96.38704473763664,5845.706293912544,-6.0793638436628346,-14.06956316013857,-0.06081675749894527,-26.985130246581413,-3.205324697116945,43.80490052945268,5.0817990030725575,13.29370608745614,28.116427326726512,1010.9807681545126,-12.39512639749513,-84.12867555193623,163.59404,163.59404,163.59404,163.59404,8.53125,245.6875,194.47656,163.59404,163.59404,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1388568413339,31.678114175118687,96.44734103224464,5845.706293912544,-6.128583336518178,-14.048347420603907,-0.060607166585599705,-26.98492908413091,-3.2049367966387443,43.8088930518743,5.07294430868385,13.29370608745614,28.119663063133533,1010.9888586097379,-12.311937318734905,-84.15843138409939,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,125.17434,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1433453337069,31.67790129000201,96.50763732685263,5845.706293912544,-6.177802829373521,-14.027131681069244,-0.06039757567225414,-26.984727921680413,-3.2045488961605435,43.81288557429591,5.06408961429514,13.293706087456142,28.122898799540557,1010.9969490649632,-12.228748239974681,-84.18818721626256,75.91658,75.91658,75.91658,51.15625,75.91658,75.91658,75.91658,75.91658,75.91658,135.64236,135.64236,135.64236,8.473105,135.64236,135.64236,135.64236,135.64236,135.64236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.13129071097455,31.68246418469206,96.16521141051463,5845.691830949986,-6.0509485988189695,-14.148712056636452,-0.06123570758125022,-26.982935743199874,-3.2023541164592046,43.80235392720942,5.104408481453154,13.308169050014143,28.11976394326504,1010.9516258962235,-12.597678256792753,-83.97237469176108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.1692,138.1692,138.1692,138.1692,259.8324,138.1692,138.1692,138.1692,138.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
300.1357830963891,31.682255654168788,96.22550770512262,5845.691830949985,-6.100001806148347,-14.127900679688867,-0.061027394104014976,-26.982732558142203,-3.2019897021761565,43.80626469371997,5.095117755538794,13.308169050014142,28.123043998266205,1010.9597436034192,-12.514892385438124,-84.00594652165816,102.10079,102.10079,102.10079,102.10079,102.10079,102.10079,102.10079,102.10079,110.703125,134.84499,134.84499,134.84499,134.84499,143.2761,134.84499,134.84499,134.84499,134.84499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,040_1961-11
